datetime,juice
2017-01-30,5.93313
2017-01-31,7.68389
2017-02-01,6.1155
2017-02-02,6.89361
2017-02-03,6.27355
2017-02-04,5.86018
2017-02-05,7.00303
2017-02-06,11.84194
2017-02-07,7.39209
2017-02-08,5.68996
2017-02-09,6.32218
2017-02-10,5.70212
2017-02-11,6.60182
2017-02-12,7.50151
2017-02-13,6.85714
2017-02-14,6.77203
2017-02-15,7.29483
2017-02-16,6.79635
2017-02-17,6.56534
2017-02-18,6.69908
2017-02-19,6.48024
2017-02-20,6.80851
2017-02-21,6.97872
2017-02-22,6.31003
2017-02-23,6.78419
2017-02-24,6.48024
2017-02-25,6.13981
2017-02-26,7.44072
2017-02-27,7.75683
2017-02-28,8.09726
2017-03-01,6.4924
2017-03-02,6.04255
2017-03-03,5.62917
2017-03-04,6.8693
2017-03-05,7.68389
2017-03-06,9.60486
2017-03-07,6.54103
2017-03-08,5.83586
2017-03-09,7.01519
2017-03-10,6.58966
2017-03-11,6.97872
2017-03-12,7.1003
2017-03-13,7.14893
2017-03-14,6.61398
2017-03-15,6.38297
2017-03-16,6.63829
2017-03-17,8.09726
2017-03-18,8.462
2017-03-19,8.21884
2017-03-20,9.31306
2017-03-21,8.65653
2017-03-22,6.85714
2017-03-23,10.37082
2017-03-24,8.52279
2017-03-25,7.86626
2017-03-26,7.76899
2017-03-27,6.61398
2017-03-28,8.26747
2017-03-29,7.97568
2017-03-30,7.48936
2017-03-31,7.50151
2017-04-01,7.76899
2017-04-02,7.97568
2017-04-03,7.87841
2017-04-04,8.51063
2017-04-05,8.10942
2017-04-06,10.66261
2017-04-07,9.33738
2017-04-08,9.65349
2017-04-09,8.64437
2017-04-10,8.80243
2017-04-11,9.48328
2017-04-12,9.4468
2017-04-13,8.58358
2017-04-14,7.67173
2017-04-15,8.92401
2017-04-16,10.5775
2017-04-17,8.41337
2017-04-18,8.41337
2017-04-19,9.45896
2017-04-20,8.8389
2017-04-21,10.74772
2017-04-22,11.39209
2017-04-23,12.71732
2017-04-24,12.32826
2017-04-25,15.64741
2017-04-26,12.20668
2017-04-27,11.20972
2017-04-28,13.10638
2017-04-29,16.06079
2017-04-30,16.87537
2017-05-01,14.35866
2017-05-02,13.00911
2017-05-03,14.65045
2017-05-04,13.09422
2017-05-05,14.99088
2017-05-06,16.06079
2017-05-07,15.08814
2017-05-08,14.07902
2017-05-09,15.28267
2017-05-10,12.9848
2017-05-11,14.1155
2017-05-12,16.21884
2017-05-13,15.97568
2017-05-14,20.12158
2017-05-15,15.8541
2017-05-16,18.91793
2017-05-17,18.01823
2017-05-18,18.84498
2017-05-19,20.38905
2017-05-20,19.96352
2017-05-21,26.41945
2017-05-22,23.52583
2017-05-23,21.14285
2017-05-24,21.56838
2017-05-25,23.06382
2017-05-26,22.12765
2017-05-27,25.94528
2017-05-28,26.22492
2017-05-29,24.30395
2017-05-30,24.81458
2017-05-31,23.57446
2017-06-01,22.54103
2017-06-02,23.76899
2017-06-03,23.72036
2017-06-04,27.48936
2017-06-05,24.18237
2017-06-06,25.14285
2017-06-07,19.73252
2017-06-08,23.55015
2017-06-09,23.31914
2017-06-10,23.75683
2017-06-11,29.99392
2017-06-12,25.75075
2017-06-13,25.41033
2017-06-14,29.47112
2017-06-15,26.4924
2017-06-16,24.07294
2017-06-17,27.03951
2017-06-18,36.07294
2017-06-19,31.48936
2017-06-20,28.0851
2017-06-21,27.44072
2017-06-22,29.02127
2017-06-23,27.37993
2017-06-24,25.39817
2017-06-25,32.44984
2017-06-26,45.50759
2017-06-27,34.66261
2017-06-28,35.67173
2017-06-29,29.64133
2017-06-30,39.23404
2017-07-01,35.29483
2017-07-02,45.42249
2017-07-03,34.83282
2017-07-04,39.97568
2017-07-05,39.35562
2017-07-06,41.58054
2017-07-07,30.2006
2017-07-08,32.82674
2017-07-09,46.13981
2017-07-10,32.58358
2017-07-11,33.67781
2017-07-12,37.17933
2017-07-13,36.34042
2017-07-14,28.49848
2017-07-15,27.2462
2017-07-16,33.95744
2017-07-17,27.80547
2017-07-18,26.41945
2017-07-19,28.30395
2017-07-20,28.40121
2017-07-21,27.7082
2017-07-22,28.57142
2017-07-23,29.65349
2017-07-24,23.34346
2017-07-25,100.0
2017-07-26,50.99088
2017-07-27,27.57446
2017-07-28,23.92705
2017-07-29,23.69604
2017-07-30,24.63221
2017-07-31,21.60486
2017-08-01,25.87234
2017-08-02,26.56534
2017-08-03,24.57142
2017-08-04,23.40425
2017-08-05,30.88145
2017-08-06,34.13981
2017-08-07,30.12765
2017-08-08,29.58054
2017-08-09,25.38601
2017-08-10,23.31914
2017-08-11,20.34042
2017-08-12,21.16717
2017-08-13,19.59878
2017-08-14,14.96656
2017-08-15,15.96352
2017-08-16,13.03343
2017-08-17,13.15501
2017-08-18,12.51063
2017-08-19,11.51367
2017-08-20,12.99696
2017-08-21,10.75987
2017-08-22,11.51367
2017-08-23,10.7234
2017-08-24,10.32218
2017-08-25,9.38601
2017-08-26,10.01823
2017-08-27,10.48024
2017-08-28,8.66869
2017-08-29,8.52279
2017-08-30,7.37993
2017-08-31,7.40425
2017-09-01,6.7234
2017-09-02,7.40425
2017-09-03,8.49848
2017-09-04,7.22188
2017-09-05,7.06382
2017-09-06,5.95744
2017-09-07,6.18844
2017-09-08,6.27355
2017-09-09,6.84498
2017-09-10,7.91489
2017-09-11,5.7386
2017-09-12,6.63829
2017-09-13,5.88449
2017-09-14,6.27355
2017-09-15,6.26139
2017-09-16,6.48024
2017-09-17,6.52887
2017-09-18,7.03951
2017-09-19,6.04255
2017-09-20,6.93009
2017-09-21,6.00607
2017-09-22,5.2158
2017-09-23,5.41033
2017-09-24,5.94528
2017-09-25,5.11854
2017-09-26,5.4468
2017-09-27,5.26443
2017-09-28,4.54711
2017-09-29,4.13373
2017-09-30,4.80243
2017-10-01,4.06079
2017-10-02,5.0699
2017-10-03,3.14893
2017-10-04,3.58662
2017-10-05,4.68085
2017-10-06,4.93617
2017-10-07,5.31306
2017-10-08,5.92097
2017-10-09,5.79939
2017-10-10,6.01823
2017-10-11,4.81458
2017-10-12,4.37689
2017-10-13,4.06079
2017-10-14,3.98784
2017-10-15,4.14589
2017-10-16,4.44984
2017-10-17,4.14589
2017-10-18,4.85106
2017-10-19,4.54711
2017-10-20,4.6079
2017-10-21,4.07294
2017-10-22,4.63221
2017-10-23,5.86018
2017-10-24,6.90577
2017-10-25,6.62613
2017-10-26,6.28571
2017-10-27,7.02735
2017-10-28,7.67173
2017-10-29,8.24316
2017-10-30,6.77203
2017-10-31,6.7234
2017-11-01,7.03951
2017-11-02,6.94224
2017-11-03,6.91793
2017-11-04,5.88449
2017-11-05,5.77507
2017-11-06,5.37386
2017-11-07,5.48328
2017-11-08,4.693
2017-11-09,3.31914
2017-11-10,3.28267
2017-11-11,2.91793
2017-11-12,3.42857
2017-11-13,3.46504
2017-11-14,3.1003
2017-11-15,3.74468
2017-11-16,3.31914
2017-11-17,3.4772
2017-11-18,2.79635
2017-11-19,3.00303
2017-11-20,3.06382
2017-11-21,3.22188
2017-11-22,3.51367
2017-11-23,2.96656
2017-11-24,2.75987
2017-11-25,2.88145
2017-11-26,3.36778
2017-11-27,3.13677
2017-11-28,3.01519
2017-11-29,3.02735
2017-11-30,2.45592
2017-12-01,2.65045
2017-12-02,2.88145
2017-12-03,2.96656
2017-12-04,3.14893
2017-12-05,3.05167
2017-12-06,2.62613
2017-12-07,2.8693
2017-12-08,2.45592
2017-12-09,2.96656
2017-12-10,3.02735
2017-12-11,2.74772
2017-12-12,3.07598
2017-12-13,2.56534
2017-12-14,2.75987
2017-12-15,3.1003
2017-12-16,2.24924
2017-12-17,2.75987
2017-12-18,2.50455
2017-12-19,2.82066
2017-12-20,2.73556
2017-12-21,2.74772
2017-12-22,3.02735
2017-12-23,3.22188
2017-12-24,2.46808
2017-12-25,2.60182
2017-12-26,2.99088
2017-12-27,3.29483
2017-12-28,2.90577
2017-12-29,2.94224
2017-12-30,3.06382
2017-12-31,2.4924
2018-01-01,3.68389
2018-01-02,3.74468
2018-01-03,4.26747
2018-01-04,3.79331
2018-01-05,3.92705
2018-01-06,3.72036
2018-01-07,3.35562
2018-01-08,3.76899
2018-01-09,3.73252
2018-01-10,4.25531
2018-01-11,3.45288
2018-01-12,3.84194
2018-01-13,3.55015
2018-01-14,3.95136
2018-01-15,3.63525
2018-01-16,3.9392
2018-01-17,4.0851
2018-01-18,4.30395
2018-01-19,4.10942
2018-01-20,3.59878
2018-01-21,3.59878
2018-01-22,3.92705
2018-01-23,3.81762
2018-01-24,4.07294
2018-01-25,3.41641
2018-01-26,3.12462
2018-01-27,3.42857
2018-01-28,4.03647
2018-01-29,4.17021
2018-01-30,3.92705
2018-01-31,4.07294
2018-02-01,3.51367
2018-02-02,3.67173
2018-02-03,3.41641
2018-02-04,4.07294
2018-02-05,3.63525
2018-02-06,3.96352
2018-02-07,3.74468
2018-02-08,3.59878
2018-02-09,3.44072
2018-02-10,3.67173
2018-02-11,3.76899
2018-02-12,3.50151
2018-02-13,3.52583
2018-02-14,3.00303
2018-02-15,2.93009
2018-02-16,2.3465
2018-02-17,2.60182
2018-02-18,4.0
2018-02-19,4.40121
2018-02-20,3.36778
2018-02-21,4.14589
2018-02-22,4.13373
2018-02-23,3.61094
2018-02-24,3.23404
2018-02-25,3.8541
2018-02-26,4.20668
2018-02-27,4.02431
2018-02-28,4.01215
2018-03-01,3.81762
2018-03-02,3.53799
2018-03-03,4.12158
2018-03-04,4.03647
2018-03-05,3.39209
2018-03-06,4.36474
2018-03-07,3.3313
2018-03-08,3.41641
2018-03-09,3.55015
2018-03-10,3.6231
2018-03-11,4.12158
2018-03-12,4.07294
2018-03-13,4.43768
2018-03-14,4.42553
2018-03-15,3.68389
2018-03-16,4.02431
2018-03-17,4.29179
2018-03-18,4.10942
2018-03-19,4.09726
2018-03-20,4.49848
2018-03-21,3.50151
2018-03-22,4.51063
2018-03-23,3.79331
2018-03-24,4.15805
2018-03-25,5.20364
2018-03-26,5.15501
2018-03-27,5.56838
2018-03-28,5.61702
2018-03-29,5.09422
2018-03-30,5.03343
2018-03-31,4.80243
2018-04-01,5.3617
2018-04-02,5.33738
2018-04-03,6.50455
2018-04-04,6.39513
2018-04-05,6.01823
2018-04-06,5.27659
2018-04-07,5.10638
2018-04-08,4.47416
2018-04-09,4.99696
2018-04-10,5.62917
2018-04-11,5.86018
2018-04-12,5.38601
2018-04-13,5.10638
2018-04-14,5.03343
2018-04-15,5.68996
2018-04-16,6.5775
2018-04-17,5.92097
2018-04-18,40.29179
2018-04-19,6.38297
2018-04-20,6.79635
2018-04-21,6.12765
2018-04-22,6.23708
2018-04-23,6.09118
2018-04-24,7.20972
2018-04-25,7.79331
2018-04-26,6.5775
2018-04-27,6.04255
2018-04-28,7.63525
2018-04-29,6.96656
2018-04-30,6.43161
2018-05-01,7.14893
2018-05-02,6.31003
2018-05-03,6.16413
2018-05-04,6.03039
2018-05-05,6.2006
2018-05-06,5.45896
2018-05-07,7.20972
2018-05-08,6.88145
2018-05-09,7.63525
2018-05-10,7.52583
2018-05-11,7.27051
2018-05-12,7.76899
2018-05-13,8.54711
2018-05-14,8.14589
2018-05-15,9.39817
2018-05-16,7.44072
2018-05-17,8.15805
2018-05-18,7.56231
2018-05-19,8.693
2018-05-20,9.25227
2018-05-21,9.51975
2018-05-22,10.4924
2018-05-23,11.78115
2018-05-24,12.231
2018-05-25,11.78115
2018-05-26,13.7386
2018-05-27,14.90577
2018-05-28,14.18844
2018-05-29,16.06079
2018-05-30,13.75075
2018-05-31,15.27051
2018-06-01,14.79635
2018-06-02,18.06686
2018-06-03,22.50455
2018-06-04,19.86626
2018-06-05,17.47112
2018-06-06,21.13069
2018-06-07,17.98176
2018-06-08,14.65045
2018-06-09,17.15501
2018-06-10,20.62006
2018-06-11,16.93617
2018-06-12,16.15805
2018-06-13,21.05775
2018-06-14,16.15805
2018-06-15,16.40121
2018-06-16,17.67781
2018-06-17,20.76595
2018-06-18,17.31306
2018-06-19,19.90273
2018-06-20,21.66565
2018-06-21,19.39209
2018-06-22,19.65957
2018-06-23,20.91185
2018-06-24,26.69908
2018-06-25,23.00303
2018-06-26,19.06382
2018-06-27,18.2006
2018-06-28,14.40729
2018-06-29,15.59878
2018-06-30,16.77811
2018-07-01,21.94528
2018-07-02,16.34042
2018-07-03,18.97872
2018-07-04,20.30395
2018-07-05,17.89665
2018-07-06,14.93009
2018-07-07,19.64741
2018-07-08,21.90881
2018-07-09,15.11246
2018-07-10,16.32826
2018-07-11,18.78419
2018-07-12,19.42857
2018-07-13,18.99088
2018-07-14,20.62006
2018-07-15,24.76595
2018-07-16,22.96656
2018-07-17,25.5927
2018-07-18,22.85714
2018-07-19,21.51975
2018-07-20,20.13373
2018-07-21,28.74164
2018-07-22,34.10334
2018-07-23,29.49544
2018-07-24,30.37082
2018-07-25,27.2462
2018-07-26,30.66261
2018-07-27,25.79939
2018-07-28,23.41641
2018-07-29,26.97872
2018-07-30,23.06382
2018-07-31,21.0699
2018-08-01,21.64133
2018-08-02,20.63221
2018-08-03,18.24924
2018-08-04,17.99392
2018-08-05,18.97872
2018-08-06,17.10638
2018-08-07,15.98784
2018-08-08,14.93009
2018-08-09,16.65653
2018-08-10,21.71428
2018-08-11,20.66869
2018-08-12,21.65349
2018-08-13,18.45592
2018-08-14,17.75075
2018-08-15,19.72036
2018-08-16,17.03343
2018-08-17,13.50759
2018-08-18,13.45896
2018-08-19,13.92097
2018-08-20,12.68085
2018-08-21,10.52887
2018-08-22,10.97872
2018-08-23,11.48936
2018-08-24,14.1155
2018-08-25,11.05167
2018-08-26,9.86018
2018-08-27,8.34042
2018-08-28,7.48936
2018-08-29,7.12462
2018-08-30,7.22188
2018-08-31,7.40425
2018-09-01,6.82066
2018-09-02,6.96656
2018-09-03,5.83586
2018-09-04,6.32218
2018-09-05,5.81155
2018-09-06,6.29787
2018-09-07,7.11246
2018-09-08,6.18844
2018-09-09,7.34346
2018-09-10,6.10334
2018-09-11,5.68996
2018-09-12,5.17933
2018-09-13,5.32522
2018-09-14,5.14285
2018-09-15,4.53495
2018-09-16,5.22796
2018-09-17,4.58358
2018-09-18,4.88753
2018-09-19,3.89057
2018-09-20,3.22188
2018-09-21,3.28267
2018-09-22,3.34346
2018-09-23,2.48024
2018-09-24,2.85714
2018-09-25,3.23404
2018-09-26,5.11854
2018-09-27,4.38905
2018-09-28,3.8541
2018-09-29,3.92705
2018-09-30,4.09726
2018-10-01,3.12462
2018-10-02,4.24316
2018-10-03,4.04863
2018-10-04,4.07294
2018-10-05,3.31914
2018-10-06,3.25835
2018-10-07,3.68389
2018-10-08,3.59878
2018-10-09,3.74468
2018-10-10,3.37993
2018-10-11,3.36778
2018-10-12,2.74772
2018-10-13,3.17325
2018-10-14,3.98784
2018-10-15,3.40425
2018-10-16,3.23404
2018-10-17,2.94224
2018-10-18,3.13677
2018-10-19,2.91793
2018-10-20,3.12462
2018-10-21,3.36778
2018-10-22,3.69604
2018-10-23,3.17325
2018-10-24,2.67477
2018-10-25,2.96656
2018-10-26,2.93009
2018-10-27,2.83282
2018-10-28,3.02735
2018-10-29,2.83282
2018-10-30,2.40729
2018-10-31,2.75987
2018-11-01,2.7234
2018-11-02,2.83282
2018-11-03,2.56534
2018-11-04,3.16109
2018-11-05,2.8693
2018-11-06,3.07598
2018-11-07,2.85714
2018-11-08,2.33434
2018-11-09,2.66261
2018-11-10,2.43161
2018-11-11,2.66261
2018-11-12,2.39513
2018-11-13,2.17629
2018-11-14,2.88145
2018-11-15,2.55319
2018-11-16,2.75987
2018-11-17,2.32218
2018-11-18,2.54103
2018-11-19,2.78419
2018-11-20,2.46808
2018-11-21,2.52887
2018-11-22,2.46808
2018-11-23,2.4924
2018-11-24,1.48328
2018-11-25,2.39513
2018-11-26,2.16413
2018-11-27,2.91793
2018-11-28,2.77203
2018-11-29,3.40425
2018-11-30,2.13981
2018-12-01,2.35866
2018-12-02,2.75987
2018-12-03,2.01823
2018-12-04,2.56534
2018-12-05,2.18844
2018-12-06,2.52887
2018-12-07,1.76291
2018-12-08,2.17629
2018-12-09,2.63829
2018-12-10,2.23708
2018-12-11,2.41945
2018-12-12,2.50455
2018-12-13,2.66261
2018-12-14,2.52887
2018-12-15,2.37082
2018-12-16,2.33434
2018-12-17,2.66261
2018-12-18,2.39513
2018-12-19,2.66261
2018-12-20,2.23708
2018-12-21,2.43161
2018-12-22,2.40729
2018-12-23,2.56534
2018-12-24,2.35866
2018-12-25,3.28267
2018-12-26,2.35866
2018-12-27,2.55319
2018-12-28,2.46808
2018-12-29,2.33434
2018-12-30,2.39513
2018-12-31,1.86018
